price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,sqft_above,sqft_basement
280000,2,1.5,1480,15641,1,4,1480,0
268000,3,1.75,1970,10270,1,4,1970,0
235000,2,1,720,4840,1,4,720,0
390000,3,2,1080,7236,1,5,1080,0
654950,4,2.5,2790,45902,2,3,2790,0
449500,5,2.75,2040,7488,1,4,1200,840
150000,3,1,1320,8220,1,3,1320,0
440000,3,2.25,1680,57063,2,4,1680,0
710000,3,2,2140,4923,1,4,1070,1070
420000,3,1.75,1660,9600,1,3,1380,280
312000,3,2.25,1540,5338,1,5,770,770
320000,3,2,1880,10758,1,5,940,940
235000,3,1,1250,15603,1,4,1250,0
437000,5,2,2120,137565,1.5,3,2120,0
545000,3,1.75,1810,3000,1.5,4,1810,0
640000,3,2.5,2370,11172,2,3,2370,0
432000,3,2.5,1970,4036,2,4,1970,0
548000,3,2.5,2110,4099,2,3,2110,0
830000,3,3,2080,10521,1.5,3,2080,0
875000,4,2.25,3720,12384,1,5,1860,1860
409950,2,1.75,1370,5125,1,5,1370,0
695000,4,2.5,2961,12146,2,3,2961,0
562100,3,2.25,2090,12112,2,3,2090,0
475000,3,2.5,2600,7210,2,3,2600,0
425000,3,2.25,1870,9000,1,3,1440,430
600000,4,2.5,2620,9873,2,3,2620,0
770000,3,2.5,2430,54059,2,3,2430,0
239000,3,1.75,1340,16480,1,4,1340,0
295000,2,1,1170,10621,1,3,1170,0
560000,3,1.75,2000,10182,1,5,1400,600
613000,5,2.5,2070,12000,1,4,1340,730
960000,4,3,4590,9150,2,3,3490,1100
847000,5,1,2550,4623,2.5,4,2550,0
206000,3,1,1060,9600,1,4,1060,0
253000,2,1.75,1220,5000,1,5,860,360
430000,4,2.25,1790,7203,1,4,1110,680
605000,3,2,2060,4040,1,4,1120,940
425000,2,2.5,1140,1182,3,3,1140,0
720000,4,2.5,2870,12648,2,4,2870,0
375900,6,1.5,2550,33740,1,4,1750,800
1298000,4,3.5,2790,10125,1.5,5,2790,0
210000,3,1,1110,7962,1,3,1110,0
234000,2,1,940,5375,1,4,940,0
285000,3,1.75,2880,18296,1,3,1580,1300
400000,3,1.5,1200,4800,1,4,1200,0
718000,3,1,1030,4958,1,5,1030,0
174500,2,2.5,1240,2689,2,3,1240,0
222400,3,2,1200,9566,1,3,1200,0
402500,3,3.25,2780,4002,2,3,2780,0
250000,3,2.25,1765,7652,2,3,1765,0
600000,4,2.5,1960,14242,1,4,1290,670
930000,2,2.5,2680,11214,1,3,2680,0
272500,3,2,1410,7622,1,4,1410,0
363990,4,2.5,2240,3712,2,3,2240,0
575000,4,2.75,3120,7644,2,3,3120,0
400000,3,2.25,1450,4706,2,3,1450,0
427874,3,3,2340,5002,2,3,2340,0
309000,5,2.75,2481,4045,2,3,2481,0
320000,3,3.25,1530,1602,2,3,1140,390
390000,3,2.25,1250,7500,1,5,1250,0
299000,1,0.75,560,12120,1,3,560,0
375000,4,1.75,2200,7475,1,5,1100,1100
240500,3,1.75,1460,10584,1,3,990,470
320000,3,1.5,1650,9380,1,5,1130,520
1270000,5,2.5,3200,17204,1,3,2160,1040
658588,3,2.25,2560,41346,2,3,2560,0
270000,3,2.25,2080,4252,1.5,3,1550,530
327500,3,1,1070,7140,1,3,1070,0
340000,3,1.75,2190,12626,2,4,2190,0
200000,3,1.5,2060,15837,1.5,3,2060,0
1025000,3,1.75,2640,8000,1,4,1320,1320
275000,3,2.5,1720,8755,1,3,1000,720
1126000,5,3.5,3880,13885,2,4,2540,1340
280000,2,1,960,4920,1,3,960,0
485000,3,2.5,2340,59058,1,3,2340,0
1901000,3,2.5,2660,13367,2,3,2660,0
865000,3,1.75,2090,4725,2,3,1610,480
532000,3,2.5,1820,4910,2,3,1820,0
364950,4,2.5,2310,8030,2,3,2310,0
212500,3,1,920,14400,1,4,920,0
135000,1,1,790,13062,1,3,790,0
437000,2,1.75,1500,6800,1,4,910,590
390000,3,1,1240,11108,1,4,1240,0
760000,4,2.5,2730,36183,2,3,2730,0
119500,3,1,1170,11000,1,2,1170,0
2400000,5,3.25,3410,9088,2,3,2760,650
837500,4,2.5,2700,9320,2,4,2700,0
327500,4,1.75,1650,7800,1,3,1650,0
175000,2,1,670,2378,1,3,670,0
289950,3,2,1670,7757,1,3,1670,0
400000,3,1.75,1530,10731,1,3,1530,0
219950,3,2.25,1500,7615,1,3,1150,350
161700,4,1.75,1720,7200,1,3,1220,500
500000,5,3,2920,11440,2,3,2920,0
465000,3,1,910,4500,1,3,910,0
540000,3,1,1050,4160,1,4,1050,0
525000,3,2,1540,7800,1,3,1540,0
324950,3,1,1210,7440,1,3,1210,0
565000,5,2.5,2650,11455,1,3,1400,1250
760500,3,2,1990,3990,1,5,1130,860
1100000,5,2.75,2660,8737,1,5,1470,1190
603500,4,2.5,4060,9734,1,3,2150,1910
453500,5,2.5,2300,23345,1,5,1170,1130
583000,6,2.75,2630,16411,1,4,1650,980
275000,2,1,770,8149,1,5,770,0
875000,4,2.75,3790,10669,2,3,3790,0
335000,4,2.75,2540,7210,1,4,1600,940
646000,4,2.25,2500,8500,1,4,1600,900
392500,4,2.5,2150,7303,2,3,2150,0
785000,3,1.75,1670,9600,1,5,1670,0
470000,3,2,1800,12669,1,3,1800,0
560000,3,2.5,2070,12708,2,3,2070,0
519000,2,1,830,2820,1,4,830,0
746000,3,2.25,2370,9619,1,4,1650,720
317000,3,1,1010,5400,1,3,1010,0
371000,3,1.5,1420,4500,1,3,1420,0
250000,4,2,2120,8701,1.5,4,2120,0
532000,4,1.75,2020,7029,1,4,1430,590
499950,3,2.5,1520,2208,2,3,1040,480
375000,2,1,820,6250,1,4,820,0
640000,3,2.5,1690,1553,2.5,3,1690,0
400000,3,2,2260,11305,1,3,1130,1130
572000,3,2.25,1830,7897,1,4,1290,540
310000,3,2,1350,11150,1,3,1110,240
989000,5,3.5,3280,4000,2,3,2440,840
685000,4,2.5,2770,45514,2,4,2770,0
907500,4,2.5,2770,8642,2,4,2770,0
427500,4,2.5,2460,5091,2,3,2460,0
860000,3,3.25,4720,32467,2,3,3190,1530
365000,2,1,1250,8100,1,4,1250,0
250500,3,2,1710,7225,2,4,1710,0
411715,3,1.75,1840,5101,1,5,1040,800
415000,4,2.5,2000,5962,2,3,2000,0
129000,1,1,650,15364,1,4,650,0
489000,3,1.5,1020,9072,1,3,920,100
170000,2,1,1500,18540,1,3,1500,0
418500,3,2.5,2060,4399,2,3,2060,0
261000,3,1.5,1810,29308,1,3,950,860
2005000,6,4.5,3810,28176,1,5,3810,0
355000,2,1.75,1650,4000,1,4,950,700
742000,3,3.25,1540,704,3,3,1540,0
399950,3,1.5,2080,5244,1,3,1190,890
791000,3,2.25,2430,5500,2,3,1810,620
190000,5,2,1750,10284,1,4,1750,0
229500,3,1.75,1770,33224,1,4,1770,0
539000,3,2.5,1710,2300,2,3,1570,140
549000,4,2.25,2740,88426,2,3,2740,0
545000,5,2.5,2730,17240,1,5,1660,1070
285000,3,2.5,2437,5136,2,3,2437,0
648000,4,2.5,3290,6203,2,3,3290,0
610000,4,3.5,2910,5260,2,3,2910,0
767450,3,2,1630,7599,1,3,1630,0
765000,4,3,4410,5104,2,3,3400,1010
586500,3,2.5,1780,1487,3,3,1600,180
520000,3,3.25,1540,1487,2,3,1540,0
455000,3,1.75,1420,1189,3,3,1420,0
653000,3,2.5,2680,9750,1,4,1610,1070
279950,3,2,1750,9750,1,3,1350,400
449950,3,2.5,2170,4912,2,3,2170,0
565000,3,2.75,2390,9966,1,5,1360,1030
620000,4,2.25,2400,5350,1.5,4,1460,940
269000,3,1,1690,4250,1,3,1020,670
875000,3,3.5,3250,6000,2,3,2500,750
630000,4,3.75,4610,40202,1,4,2500,2110
425000,4,2.75,2440,15349,2,4,2440,0
647500,3,1.75,1290,3870,1,5,1290,0
450000,4,1,2000,4676,1.5,3,1250,750
440000,3,1,1050,7500,1,3,1050,0
445000,4,2.5,2340,3784,2,3,2340,0
530000,4,2.25,2210,7665,2,4,2210,0
875000,5,2.5,2920,5568,2,3,2320,600
685000,3,2.75,3150,219978,2,4,3000,150
798000,3,3.5,3590,6402,2,3,3590,0
297500,4,2.5,1910,5000,2,3,1910,0
749950,4,2.75,3110,35235,2,4,3110,0
495000,5,3,2440,4750,1,3,1450,990
540000,4,2.25,1330,8400,1.5,3,1330,0
395000,3,1.75,1460,22651,1,4,1460,0
1300000,6,4.5,3902,3880,3,4,2782,1120
1075000,5,4.75,5180,17811,2,3,4070,1110
214100,2,2.5,1150,2064,2,3,1150,0
210000,4,1.5,1920,10403,1,3,1370,550
499500,3,2.5,2520,53143,1.5,3,2520,0
546000,2,1,970,3400,1,3,970,0
292000,5,2.5,2490,7666,1,4,1490,1000
289000,3,2,1680,8424,1,3,1680,0
240000,3,1,1150,4825,1,4,1150,0
395000,4,3,1980,7931,1,4,1160,820
795000,4,2.25,2070,13084,1,4,1700,370
955000,4,4.25,5660,193593,2,3,4100,1560
725000,4,2.75,2420,10962,1,3,1530,890
335000,4,2.5,2610,4781,2,3,2610,0
492000,4,3.75,2810,10840,2,4,2070,740
250000,3,2.5,1510,10384,1,2,1030,480
700000,3,1.75,1910,4800,1,3,1080,830
545000,3,1.75,1700,51649,1.5,5,1700,0
555000,4,2.75,2020,10720,1,4,1420,600
640000,3,1.75,2340,4206,1,5,1170,1170
390000,3,2,1463,868,3,3,1463,0
466500,3,1,1430,3840,1,3,950,480
372500,3,1.5,1180,12324,1,3,800,380
1800000,5,4.5,4400,15580,2,3,3390,1010
255000,3,2.5,1610,6176,2,3,1610,0
466800,3,2.5,1480,14250,2,3,1480,0
749000,3,2.5,2670,10338,2,3,2670,0
610000,4,1.75,1830,29110,2,3,1230,600
356000,2,1,920,4095,1,4,920,0
165000,3,1,1150,19200,1,4,1150,0
229000,2,1,1190,7408,1,3,830,360
530000,4,3.25,4160,35654,2,3,2760,1400
499950,3,2.5,2370,12753,2,3,2370,0
619000,4,1.75,1660,3800,1.5,3,1660,0
547000,3,2.5,1480,8381,1,4,1480,0
359800,4,2.5,2390,6426,2,3,2390,0
499000,3,3.5,1690,1432,2,3,1360,330
189000,3,1,1010,7560,1,3,1010,0
799000,4,3.5,3500,8547,2,3,2500,1000
257000,4,2.75,2330,7642,1,3,1800,530
270000,3,1.5,1890,9450,1,3,1090,800
453500,4,1.75,2000,6032,1,3,1300,700
237000,3,1,1130,10650,1,3,1130,0
456000,4,1.75,1670,9886,1,5,1670,0
355500,3,2.5,2600,5540,2,3,2600,0
299950,4,1.75,1560,31299,1,4,1560,0
335000,3,2,1170,5360,1,3,1170,0
268500,4,2.5,2100,4237,2,3,2100,0
385000,3,2.25,1710,11500,1,3,1210,500
376000,4,2.75,2420,5773,2,3,2420,0
605004,4,2,1370,4000,2,3,1370,0
886000,4,2,2660,3900,1.5,4,1480,1180
560000,4,2.5,2260,3713,2,3,2260,0
343000,4,2.5,2070,4500,2,3,2070,0
1415000,4,5.25,4670,43950,2,3,4670,0
270000,3,1,1500,13500,1,4,1500,0
411605,4,2.5,2658,3960,2,3,2658,0
550000,4,2.5,2700,5150,2,3,2700,0
465000,3,2.25,1530,1245,2,3,1050,480
584000,3,2.5,1480,1485,2,3,1280,200
275000,3,3,1390,1080,2,3,1140,250
324500,3,2.5,1660,3990,2,3,1660,0
700000,3,2.5,2050,4185,2,3,2050,0
385200,4,1,1550,7740,1.5,3,1550,0
270000,4,2.25,1900,8600,1,4,1900,0
735000,4,2.5,2820,6180,2,3,2050,770
389250,2,1.5,1490,4080,1,3,930,560
315000,3,1.5,1750,12500,1,3,1150,600
545000,4,2.5,2040,6034,2,3,2040,0
550000,3,1.5,1900,5000,1.5,3,1640,260
415000,3,1.75,1910,12596,1,3,1340,570
387500,3,1,1560,14333,1,4,1560,0
432000,3,1.75,1470,6250,1,4,1070,400
402000,3,2.5,2700,9994,1,4,1350,1350
1035000,4,3.25,3450,11240,2,4,2430,1020
294700,3,2,1970,9600,1,4,1300,670
744000,3,2.5,2670,12187,2,3,2670,0
715000,3,2.5,2550,13458,2,3,2550,0
500000,4,1,1720,4011,1.5,4,1720,0
1300000,4,4,4270,6002,2,3,3180,1090
1150000,3,1.5,2170,16600,1,3,1130,1040
650000,4,2.5,2840,9354,2,3,2840,0
435000,4,2.75,3270,50994,2,4,2720,550
510000,3,1.75,1480,7040,1,3,1480,0
525000,5,2.75,2440,8000,1,4,1240,1200
920000,4,2.75,2880,5750,1.5,5,1710,1170
200000,2,1,1730,9610,1,3,1380,350
435000,2,1,1260,4080,1.5,5,1260,0
809950,4,2,2230,9900,1.5,5,2230,0
1370000,2,2.25,2460,16940,1.5,4,1930,530
455000,4,1.75,2050,94525,1,4,1250,800
471000,3,2.5,2030,2805,2,3,1720,310
253500,2,1,810,4800,1,3,810,0
185000,3,1,1840,8100,1,4,920,920
535500,3,1.5,1730,40250,2,4,1730,0
835000,2,2,2280,6815,1,3,2280,0
589500,4,2.5,2630,6326,2,3,2630,0
680000,3,2.25,2270,23900,1,3,1820,450
360000,3,1.75,1020,7020,1.5,4,1020,0
595000,4,2.5,1990,2175,2,3,1680,310
300000,4,2.5,2680,15508,2,3,2680,0
660000,3,1.75,1980,3300,1.5,4,1140,840
570000,3,2.5,2400,6975,2,3,2400,0
285000,2,1,780,5000,1,4,780,0
435000,3,2,980,5000,1,3,980,0
160000,3,1,1210,103237,1,2,1210,0
805000,5,2.5,4600,19831,1,3,2300,2300
450000,3,2.5,1480,1961,2,3,1480,0
510000,4,1.5,1320,14250,1,4,1320,0
1120000,5,2.75,4400,18500,1,5,2250,2150
1280000,4,3.5,3010,3600,2,3,2370,640
539000,3,2,2260,9568,1,3,1780,480
407193,4,2,1880,14653,2,3,1880,0
320000,3,1.75,1370,9900,1,4,1370,0
739000,4,3,2720,3800,2,5,1800,920
452000,2,1.75,1740,5400,1,4,990,750
600000,4,2.5,2560,5593,2,3,2560,0
279000,5,2.5,2690,5557,2,3,2690,0
895000,4,3,3240,5562,2,3,3240,0
585000,4,2.5,2430,4747,2,3,2430,0
405000,2,2,1405,1073,2,3,1140,265
837219,5,2.75,3030,7679,2,3,3030,0
969990,4,2.5,4150,8436,2,3,4150,0
490000,3,3,1730,2940,3,3,1730,0
611000,6,2.5,3820,53173,1,4,2040,1780
462000,4,2.5,3070,6432,2,3,3070,0
540000,4,2.5,1780,4169,2,3,1780,0
260000,4,2.5,1811,4381,2,3,1811,0
510000,4,2.25,2450,62290,2,3,2450,0
567500,3,2.5,2300,7398,2,3,2300,0
445000,2,1,1440,3225,1,3,960,480
684680,4,2.25,2370,9360,2,4,2370,0
2700000,4,3.25,4420,7850,2,3,3150,1270
455000,3,1,1300,3550,1.5,3,1300,0
540000,5,3,2870,4369,2,3,2090,780
530000,3,2.75,3400,7200,2,3,2470,930
410000,3,1,1410,5060,1,4,910,500
450000,3,1.75,1640,13500,1,3,1110,530
609900,4,2.5,3190,7399,2,3,3190,0
648000,4,2.5,2380,13435,2,3,2380,0
550000,3,2.5,2260,4165,2,3,2260,0
347000,3,1.75,1240,8050,1,4,1240,0
1635000,5,3.5,4220,26784,1,3,2110,2110
1339000,4,2.5,4250,19387,2,4,3260,990
288350,3,1.5,1860,7963,1,3,1200,660
1150000,3,2.5,2850,10474,1,4,1730,1120
525000,3,3,2470,36445,2,4,2470,0
250250,3,2.25,2210,8000,2,4,2210,0
341000,4,1.75,1920,7665,1,4,1500,420
700000,4,3,3150,7778,2,3,3150,0
390000,4,1.75,2700,7875,1.5,4,2700,0
539950,3,2.25,2190,7149,1,4,1240,950
552000,2,2.5,1380,951,3,3,1380,0
250000,5,1.5,2520,5753,1.5,4,1510,1010
502000,3,1.75,1300,8800,1,4,1300,0
480000,4,1.75,2220,6500,2,4,2220,0
378500,2,1,730,7528,1,3,730,0
1350000,4,3.25,3300,15907,2,5,3300,0
1900000,4,3.25,4130,112521,2,3,4130,0
605000,3,2.5,2670,47480,2,3,2670,0
307550,4,2.5,1980,5909,2,3,1980,0
304700,2,1,740,5995,1,4,740,0
568000,3,1.75,2050,3520,1,4,1070,980
385000,3,1.75,1230,7500,1,3,1230,0
345000,3,2.5,1210,1420,3,3,1210,0
435000,3,2.25,1890,7200,1,4,1230,660
579000,2,2,1870,6275,1,3,1870,0
236000,3,1.75,1330,6301,1,3,1330,0
305100,3,2,1590,35988,1,4,1590,0
368000,3,1.75,1710,10800,1,4,1710,0
255000,2,1,1200,9000,1,5,1200,0
400000,2,1,1140,5100,1,3,1140,0
440000,3,1.75,2240,8153,1,3,1120,1120
417000,2,1,920,6600,1,3,920,0
435000,2,1,800,5000,1,3,800,0
475000,4,2.75,1980,11443,1,5,1980,0
563500,4,2.5,2800,12831,2,3,2800,0
285000,3,2.25,1680,35127,2,3,1680,0
471000,4,2.5,2330,9928,2,3,2330,0
500000,4,1.75,2240,9886,1.5,4,2240,0
640000,3,2.5,2140,8925,2,3,2140,0
442500,4,2.5,2170,14024,2,3,2170,0
213400,3,1.5,1150,8686,1,4,1150,0
831000,4,2.5,2030,3905,1.5,4,1630,400
325000,3,2,1350,11805,1,3,1350,0
425000,2,1,910,4635,1,4,910,0
550000,4,2.5,2700,5100,1,4,1440,1260
599950,4,3.5,3730,15029,2,3,2440,1290
1225000,4,2.5,2740,16007,2,3,2740,0
750000,4,3.25,2050,5000,2,4,1370,680
290000,4,3,2390,4500,2,3,2390,0
270000,4,2.75,1990,7252,1,3,1270,720
229950,4,1.75,1300,21000,1,4,1300,0
234999,3,1,1330,8912,1,3,1330,0
265000,2,1,1000,31505,1,3,1000,0
367300,4,2.75,2190,14937,2,3,2190,0
550000,3,1.75,1380,3402,1.5,3,1380,0
743700,4,2.5,2610,33206,2,3,2610,0
352750,2,1.75,1060,1241,2,3,960,100
403950,2,1,710,1136,2,4,710,0
980000,4,2.5,2730,4800,1.5,5,2230,500
585000,4,1.75,2470,131790,2,3,2470,0
554000,3,1.75,1760,10780,1,3,1760,0
546000,3,2.5,1530,3464,2,3,1530,0
280000,2,1.75,1610,158558,1.5,2,1610,0
212500,2,2,1030,21712,1,4,1030,0
739000,4,2.5,2800,246114,2,3,2800,0
428000,3,2,1310,2550,1,3,780,530
965000,4,2.25,3160,34560,1,4,3160,0
364900,3,3,2500,8304,2,3,2500,0
559000,3,1.5,2070,5386,1,4,1140,930
213000,4,1.75,1980,9000,1,2,1480,500
620000,3,2.5,2590,7237,2,3,2590,0
240000,4,1,1910,16320,1.5,3,1910,0
852500,3,2.5,2630,10100,1,4,1580,1050
600000,3,2.5,2630,77972,2,3,2630,0
410000,3,2.5,1960,4400,2,3,1960,0
328000,3,1.75,1440,45302,2,3,1440,0
625000,3,1.75,2210,16200,1,3,1390,820
649950,4,2.5,2350,63162,2,4,2350,0
235000,3,1,1590,13000,1.5,3,1590,0
489000,3,3.5,1500,1249,2,3,1240,260
536000,3,2.5,1900,6224,2,3,1900,0
400000,4,3.5,2370,3692,2.5,3,2370,0
398000,3,2.5,1720,1715,2,3,1240,480
379000,4,1.5,2020,7560,1,4,2020,0
345000,2,1.5,1340,1210,2,3,1120,220
365000,3,2.5,1800,2700,2,3,1800,0
315000,3,2.5,1480,1590,2,3,1150,330
571000,4,2,2750,7807,1.5,5,2250,500
1025000,5,4,3760,28040,2,3,3760,0
695000,3,2.75,2540,4694,2,3,2540,0
225000,3,1.75,1760,26055,1,3,920,840
740000,3,2.5,3000,25341,2,3,3000,0
315000,4,2.5,1930,9643,2,4,1930,0
1230000,4,2.5,3040,7000,2,3,3040,0
420000,2,1,860,3880,1,4,860,0
310000,3,1.75,1420,7650,1,4,1100,320
700000,3,2,2080,3880,1,5,1160,920
269000,3,2.5,1560,4200,2,3,1560,0
369990,4,2.5,1960,7133,2,3,1960,0
800000,3,2.25,1620,4500,2,4,1620,0
569000,5,3,3670,10583,1,5,2060,1610
175000,6,1.5,1930,8400,1,3,1030,900
440000,3,1.5,1290,1286,3,3,1290,0
435000,5,2.25,1970,15247,1,3,1450,520
345000,3,1.75,1540,6909,1,4,920,620
558000,4,2,2180,3870,1,3,1020,1160
475000,2,1.75,1490,224334,1,3,1490,0
490000,3,2,2220,10275,2,3,1640,580
335000,3,1.75,2430,9133,1,4,1410,1020
350000,2,0.75,1392,43710,1.5,4,1392,0
100000,4,1,1120,2685,1,3,860,260
417500,4,1,1390,10800,1.5,4,1390,0
253000,3,1.75,2040,7281,1,3,1020,1020
1240000,5,3,2830,7500,2,3,2460,370
490000,4,2.5,3020,8302,2,4,3020,0
470000,3,1.75,2290,14800,1,3,1620,670
483300,4,2,1210,11100,1,4,1210,0
659000,3,2.5,2510,6320,2,3,2510,0
480000,4,1.75,2320,4322,1,3,1140,1180
165000,3,1,970,6600,1,3,970,0
659500,3,1.75,1820,5500,1,4,1620,200
219900,3,1,970,7742,1,4,970,0
315000,2,1,1740,3622,1,4,950,790
250000,3,1.75,1590,7560,1,3,1130,460
268000,2,1,1380,5000,1,3,870,510
380000,4,1.5,1680,11123,1,3,1130,550
499000,2,1,1220,3000,1,3,920,300
285000,2,2,1651,18200,1,3,1651,0
183000,3,1.75,1330,9200,1,4,1330,0
1070000,3,3,2940,4622,2,4,2230,710
429000,3,3.25,1410,1246,3,3,1410,0
403000,2,1,1100,3598,1,4,1100,0
375500,3,1.5,1530,7200,1,3,1530,0
1795000,5,3.25,5270,17232,2,3,4010,1260
516200,3,2,2110,5150,1,5,1080,1030
385000,4,1.75,1720,8750,1,3,860,860
515000,3,2.5,1800,5001,2,3,1800,0
375000,4,2.5,2210,9427,2,3,2210,0
650000,4,2.25,2560,9731,2,4,2560,0
306888,2,1.5,1010,7719,2,3,1010,0
870000,4,2.5,3340,12248,2,3,2470,870
310000,4,1,1740,11075,1.5,3,1740,0
251750,3,2,1320,7200,1,5,1320,0
366000,3,1.75,1520,8625,1,3,1520,0
429950,3,1.5,2010,9480,1,3,1570,440
710000,3,3.5,2440,3427,2,3,1990,450
895000,5,2.5,2550,20875,1,4,1610,940
149500,3,1,1010,9450,1,4,1010,0
310000,3,2.5,1780,6771,1,3,1230,550
555000,3,2,2180,4976,1.5,4,1680,500
750000,5,3.25,2750,7500,2,3,2150,600
745000,4,3.25,3490,7024,2,3,3490,0
695000,3,2.5,2550,45254,2,3,2550,0
433000,3,1.75,1870,7189,1,3,1270,600
307000,4,1,1150,8184,1.5,3,1150,0
655275,3,1.75,2050,11856,1,3,1460,590
392000,4,2.75,1940,6555,2,3,1940,0
1180000,5,3.75,3630,6000,1.5,3,2470,1160
359950,3,1.75,1890,9100,2,4,1890,0
360000,4,2,1630,10375,1,5,1630,0
566000,4,1.75,2440,5000,1,3,1340,1100
700000,5,2.75,3100,9825,2,4,3100,0
415000,3,2.5,2090,6045,2,3,2090,0
199500,3,1,920,9812,1,4,920,0
749000,3,1,1580,5000,1.5,3,1580,0
680000,3,1.75,1760,8400,1,4,1460,300
400000,4,2.5,2530,7563,1,3,1440,1090
608000,4,2.75,2490,9714,1,4,1400,1090
589900,4,4.5,3870,35889,2,3,2530,1340
480000,5,2.5,2732,9500,1,4,1870,862
1059500,5,3.25,3230,3825,2,3,2480,750
915000,6,3.75,2930,14980,2,3,2930,0
695000,4,3.5,3510,9364,2,3,3510,0
899900,4,2.5,2580,3909,2,3,2580,0
499950,2,2.25,1060,1208,2,3,940,120
533112,4,2.75,2790,8853,2,3,2790,0
303210,4,2.5,2009,5000,2,3,2009,0
525000,5,2.75,2880,8364,2,3,2880,0
399950,2,1,710,1157,2,4,710,0
850830,3,2.5,2070,13241,1.5,5,1270,800
371500,3,2,1370,8336,1,5,1370,0
522000,3,1.75,1730,8400,1,4,1400,330
588000,4,2,1680,5000,1,3,980,700
276900,2,1,1350,10096,1,4,1350,0
248000,5,1.5,1510,9078,1,4,1510,0
280000,3,2.5,1860,6607,2,3,1860,0
495000,6,5,3440,4500,2,3,3280,160
665000,6,3,4250,4400,2.5,4,3020,1230
290300,2,1,860,3874,1,4,860,0
527000,2,1.75,1640,4080,1,3,840,800
487028,2,1.5,1295,1093,2,3,1105,190
325000,3,1.75,1790,27427,1,3,1130,660
799000,3,1.5,2210,6300,1.5,5,2210,0
7062500,5,4.5,10040,37325,2,3,7680,2360
354000,3,1,940,10368,1,3,940,0
262500,3,1.5,1160,8906,1,3,1160,0
560200,3,2.5,1990,3984,2,3,1990,0
220000,3,1,1050,6300,1,3,1050,0
650000,2,1,1030,5750,1,5,1030,0
435000,3,2.5,1420,2581,3,3,1420,0
800000,4,3.75,2690,4000,2,4,2120,570
1010000,4,2.5,3760,29224,2,3,3760,0
200000,2,1,700,4700,1,5,700,0
295000,5,3.5,2100,5107,2,3,1410,690
580379,4,2.75,2240,27820,1.5,4,2240,0
875000,4,2.5,3470,32109,2,3,3470,0
515000,3,2.5,3370,19585,2,3,3200,170
599000,4,2.5,2790,230868,2,3,2790,0
285000,3,2.5,1870,4060,2,3,1870,0
290000,3,1.75,1520,15090,1,4,1520,0
355000,1,1.75,750,20339,1,4,550,200
381000,3,1.5,1460,11407,1,3,1460,0
571000,3,2.5,2600,7465,2,3,2600,0
852600,4,2.5,3320,11901,2,5,2650,670
1085000,5,2.5,2340,6000,2,4,2340,0
371000,3,1,890,7200,1,3,890,0
514000,3,1.75,1720,5899,1,3,1220,500
386000,3,1.5,1270,1318,2,3,1080,190
464000,4,2.5,2180,7203,2,4,2180,0
335000,4,2.25,2030,13500,1,3,1230,800
740000,4,2.75,2490,17833,2,3,1490,1000
465000,4,1.75,1470,5350,1,3,980,490
700000,3,2.75,2500,7378,1,5,1390,1110
785000,3,3.5,4500,21870,2,3,4500,0
350000,3,3.25,1460,1592,2,3,1130,330
148000,1,1,620,8261,1,3,620,0
530000,3,1.75,1550,3680,1,3,1050,500
349000,3,2.5,1430,1002,3,3,1430,0
240000,3,1.5,1360,9760,1.5,5,1360,0
330000,3,2.5,2210,7557,2,3,2210,0
735000,4,1.75,2460,5100,1.5,5,1450,1010
545000,3,2.5,2180,15693,1,4,1850,330
214950,3,1.75,1570,4875,1,4,1310,260
657500,4,2.75,4140,24190,2,3,4140,0
476000,3,1,1140,5500,1.5,4,1140,0
2888000,5,6.25,8670,64033,2,3,6120,2550
110000,2,1,800,15000,1,3,800,0
292000,4,2.75,2414,7693,2,3,2414,0
317000,3,1,1160,8813,1,3,1160,0
455000,4,2.5,3170,10688,2,3,3170,0
1365000,5,3.5,4210,17258,2,3,4210,0
460000,3,2,2060,4437,1,3,1030,1030
405000,3,2,1640,7201,1,3,1640,0
333000,2,1,720,6686,1,3,720,0
427000,4,1,1860,4736,1.5,1,1860,0
742000,4,2.5,2810,10986,2,3,2810,0
465000,4,2.5,2090,9702,1,5,1320,770
809950,4,2.5,3280,6181,2,3,3280,0
619400,4,2,2090,3610,1.5,5,1790,300
762400,3,1.75,2430,14607,1,3,1230,1200
535000,5,2.25,2520,49222,2,4,2520,0
881000,5,3,2510,4125,1.5,5,1590,920
813000,4,2.75,3370,6675,1,4,1920,1450
234000,3,2,1640,5280,1.5,5,1640,0
308900,3,2.5,2250,7294,2,3,2250,0
450000,4,2.5,2300,19250,1,4,2300,0
547500,3,3.5,1650,2262,3,3,1650,0
399950,2,1,710,1131,2,4,710,0
516000,4,3.5,2550,8698,2,3,2550,0
250000,2,1.5,982,846,2,3,806,176
475000,3,2.25,1630,2520,2,3,1630,0
415000,4,2.5,2550,4500,2,3,2550,0
545000,2,1.25,1240,2150,2,3,1240,0
329950,3,2.5,2456,7566,2,3,2456,0
1325000,5,2.25,3200,20158,1,3,1600,1600
784000,3,3.5,3950,111078,1.5,3,2460,1490
610750,4,2.25,2180,7297,2,3,2180,0
578000,4,2.5,3140,9225,1,5,1770,1370
1485000,4,3.75,4030,10800,2,3,4030,0
501000,3,1.75,1970,7972,1,5,1370,600
